Tool Rotational Speed (RPM),Translational Speed (mm/min),Axial Force (KN),Ultimate Tensile Trength (MPa)
1403.8484883341923,78.34349488962542,5.415557180601461,98.83239149840756
1172.2129711488428,78.68619435954886,4.779503289114196,163.55060188742144
1536.4831135462318,108.99710138531373,6.376566705352571,208.39738084738426
1389.8137790085234,58.785153593774844,2.5823030884907676,149.97846244941994
1376.0877245805825,143.60047452505137,3.2054254350011044,183.12770594845247
1720.7169634444367,64.01240330086296,4.835159901253887,113.03811591666378
1503.402434226992,29.617911905139835,6.175803099982909,104.77918775679456
1208.3545354901255,69.18826047301697,6.387217422172355,91.77949277390636
724.0066634270356,90.39660153113724,10.342467197872882,146.72436869399377
1935.379978861097,59.192869605723004,1.8609466594936799,138.57241520641713
1384.9807904013005,59.957953162304456,7.566431489052926,200.54614056613408
1409.9500881831882,116.29818933746434,2.022985522618817,118.79893462178256
1469.2244198270514,81.10235872318617,7.315775485526493,132.5249941663708
1321.293405932664,39.887364458864354,1.7273906931518206,149.6678193261788
1674.8632450643158,11.37055595497386,4.671611334063571,147.00411538150303
1368.740653122764,28.10433455445653,4.239357020496504,218.00509755362953
1843.3610549706054,52.749990234029966,5.304721767076094,121.15730768976752
1318.4004151962458,75.93104535205853,0.753780696985515,215.27060031777646
1319.3826870669739,125.76068903258223,3.1700580268640635,195.1470734176196
1144.624043377846,70.30589264249531,-1.1754027408924683,207.75534485896037
1738.269083955994,82.93507657818562,2.502307088194004,88.23518535356965
1211.1664614710764,91.12888681098718,2.991916160270263,141.578418325777
1387.5585270250874,40.666508678035726,7.906314547095553,187.57061331895022
1690.91365337822,54.83615487368861,4.459763019474146,203.96048226616892
1794.7853400713386,100.75318398403536,5.891229425893125,112.30694490284438
938.6743303283963,98.17609188248255,5.3655436588193925,188.28903006714404
1318.0793848199373,32.20000814706356,6.52121252147271,195.36535003200774
902.6996362983195,86.15853413362552,0.4261079968591974,157.4758372251207
1740.9883725636707,84.29070171602518,3.099432242586081,167.94029849181243
1476.409485929498,36.06747250040193,2.780751639374269,147.49420195804208
1221.208881400451,31.2011184423639,4.81426262150832,218.70609773342753
2059.2607969677774,55.71607358899534,-0.54776254274711,137.97368853007063
1638.0138453964346,44.47600696568417,4.7690741155986185,123.25597261649685
1189.0174813415942,86.19301333405993,-0.46310994458195154,215.48205246736057
1459.6414318847433,51.85943039696562,1.1085440316917272,302.61906719198146
1609.8496436867251,122.74012566682606,5.067962512556377,162.05748962775579
1387.4720332647157,91.3006070849696,-0.42966125658101273,64.56983976775115
1433.202228404067,20.142783505170705,1.474474153452944,122.15746778323671
1628.848980070954,68.27619522798157,5.723468296616533,219.31365762621556
1726.9261925599071,67.71925112074844,5.585382169391199,121.07683101839675
1338.2418891552218,22.642283953578037,3.731943520610686,181.48774366042505
1842.4254226181956,65.6605556437533,2.448938936345937,144.41756860641001
1098.4401368738045,66.88070742787816,1.4952024874519094,113.21772117952271
1984.694300761258,68.20466045657145,9.12022220849877,141.05604319540095
1618.9636652680415,101.53281721860813,5.053945681905194,213.61073966777843
1306.5219105682722,53.68315119914604,2.6008466433774107,175.48522037961823
1871.9813814724896,49.96284510430039,5.555355256508086,101.09529515941593
1930.7511351966175,74.22192638638737,5.677933118198566,261.269220540819
941.1216734708561,132.7211545636092,4.628859551704531,223.46050121047983
1224.2549354106495,69.14613292110326,1.5487512169186264,242.55614206609533
1969.4412169741859,93.02382469386829,4.732319879050235,130.458330060625
1320.7319852499156,57.02783755564895,4.9767955212988095,176.85159806699312
1299.1600650191365,76.73870525829766,4.133656085263811,219.7170731071934
1199.561232425293,34.38003613380292,7.487289836499979,225.6102600618512
1223.6201832784827,98.10374204075467,5.831610894928881,176.09405546455716
1619.6629163839725,47.19487275042111,3.4201578787101226,194.13602480163962
1435.5201146624952,58.69151492708212,1.6495908143189673,108.5054606569795
1425.6725163103154,114.64189524025983,4.896801010634617,89.56863861565449
1613.9330576418129,92.62497997507674,5.967044363771928,134.68163099959307
1890.2661426720924,42.33426263706161,5.831872063187249,125.93882465546743
1078.0563225053488,45.116276935026946,4.38773979364684,182.0261657139768
1596.4817903819076,84.2501764411964,3.7439023439760466,201.60783216267092
1628.2836875654045,71.60165819108681,4.507615384987398,98.22057360131984
1190.9948321452077,39.0043584670242,8.400833834709466,217.8926009847828
1488.57748365428,53.779391041657135,5.578467180300727,129.2462140125749
1275.286003535605,63.57628125721572,10.192308226031557,142.90724619131413
1085.1803755847804,119.98611658099674,3.8526038179544844,120.52061064496418
1440.7733808327837,23.964018741328665,3.1564213132680705,141.55997841570937
2005.0768245343234,51.61618786382124,3.8312061347306052,182.89422442644747
1401.894040361746,70.574559591565,4.164196980896022,157.8278550276479
1479.4230636758236,6.049670405520402,4.067965992933289,122.13256956980169
1445.958517508603,71.50236195416086,2.3640386188512936,212.54346169123193
1527.2129524678753,39.686106683091026,3.333742180674483,167.30828822962386
1705.8254262119367,20.732152835885763,2.86944657191313,277.2394765267151
1366.7886748139229,64.32944721686934,2.945378402599803,205.9543925422313
1578.270058292,53.68233750089953,0.9643488466578676,187.38916334342213
976.6373016357477,44.59146843366702,7.724374247337982,112.95131307145002
1801.4058910817316,62.427968898208675,2.6171643182620734,194.10442683436065
1156.710129223997,45.016407518169146,6.302154157091769,116.32706984287064
1647.6015510679574,30.05895299964545,4.153850051418012,143.60167145921608
1401.029620319461,56.098361463112354,7.346937099067128,186.8977486018327
1444.6173883271952,107.89625795829413,1.647455785855969,173.64041854652012
1595.414350717299,72.81407968710874,4.191698725474814,175.80788829515592
1990.19885834336,79.24278196671484,5.249719646927945,205.24037627151196
1120.4054440820482,72.62699538927828,4.23178493412343,101.2880192514907
1985.9817985821128,36.98158323092392,3.542569817180529,144.1645746935941
1336.424720915847,48.235902563160295,2.5262512941059634,232.32869167297932
1438.3753546534283,58.35040504901109,9.01186688205248,136.66581819300865
1385.873092006273,76.84270991748488,5.32721999712435,102.5403114510172
1117.5420807308174,51.922641046061244,5.699631098715589,108.42794126518835
1379.3787208971285,25.140106056646438,3.293840683899225,229.69257412299015
1703.0181318726493,62.52304672189415,5.943616351513072,87.21001989568032
1324.632439205207,71.44445245741286,2.5894097195650825,84.10735857116963
1021.8240387842774,52.32284984748324,3.6744715892667097,190.5653353380765
858.93076748597,120.12998234365591,2.415422542281881,285.2484891364615
1244.4520979656322,84.40322225629657,5.275746920988924,104.27706226821958
1179.4001261723752,89.17699681133978,6.082129933173957,162.22793197299802
1608.5827964775556,72.74931166815917,2.4736096762288415,239.65121467090012
1469.5827980694391,58.960796421323636,3.089590743370492,163.5564086012321
1110.080489480951,61.395229819177,2.681497175297904,124.09551830716045
1476.6299327223787,49.53008679636936,5.897485176806304,157.09383276328902
2066.3867302646586,65.38341356080494,3.9081980185490064,184.8275280185084
1418.3188480167487,48.26962680812486,3.936116029383877,93.35941595733325
1503.4976782260164,34.99939879901135,10.09801533115986,122.35435126406463
882.3390058626248,71.98687810117173,4.329127326407666,98.54648304741771
1500.7500172356097,89.46107001939437,6.115480664130322,157.95440674269918
849.0905056650344,88.7418267096935,5.847394898932482,219.50401960267413
1571.0732274180068,57.558515340311615,1.6376344622132302,158.9949219384268
1295.432552645258,12.321591444915107,-3.270668147529997,85.11939826131986
1176.347923486472,41.27260441659872,1.757257509495719,218.0039017153963
1210.807297490159,88.03788782491567,2.551605600731876,163.91548721377723
1318.0507008748439,99.178952218553,5.135897773576856,113.06941307897604
1515.6121630755654,84.65234788817216,6.041709609906152,182.0949299882757
1204.757403163693,75.26327087108298,0.5259494502448074,237.63993819108393
1678.4040134307452,82.61483371354343,5.649303174195971,258.9414653291873
1779.8427757060688,35.80221538516803,6.127543331937535,145.27287095170908
1495.122478661432,63.03430490933639,6.690054090475742,227.59834917713454
1570.5499463104702,68.01607460191636,0.6658508961887186,104.35388103014765
1444.366616870196,32.67270281236305,0.9315253004551809,189.1047161566406
1482.6139538033665,76.0080735745089,6.606330097816437,102.12829616522453
1392.1315292826,77.60125614040514,2.949212137374637,115.9779987386161
1949.5210646650107,63.88389004054652,1.1996076577118826,120.49352685067304
1480.9360854109354,61.734208648522255,5.179683548997549,276.39697984905496
1308.2831863719548,85.59506090797761,4.663947958392108,138.758157195587
1102.028239379426,79.90328774548479,13.547776949126302,172.07924757743163
2034.382162030583,83.09084231139124,2.0683400453812726,213.45691971689973
1526.803294413089,51.637481489321296,7.313806436690157,224.64423679294913
1215.039128179654,49.97373083580352,9.685687650987742,152.87467898714215
2174.138518554334,63.891074611902305,4.890211536550314,90.91981861071628
1318.3901416699302,57.41735442938412,0.8329662860376574,141.6820246476992
1062.0552131991112,66.25472292861448,6.209662518583136,163.01241081004474
1742.459652489454,28.626869084802912,0.33257254930540237,194.2397162116422
656.3004105180556,41.67303227750817,1.9185367480535391,168.4461300021656
995.8218110271282,-14.754984139993105,4.585078874026131,250.2694940336064
1753.009339272343,92.26733337910842,1.9417667706714008,184.90309224359402
1224.0941471966498,53.28187203361516,3.59753305202591,210.10786849651404
2078.8909044795346,83.28722315773662,3.010843175987244,225.71143874145406
1275.345624015716,0.4201002011719339,5.676507787606916,87.30910802848759
1116.0083869614516,81.1202723084709,5.413329356951094,62.92310492408433
1810.7938485553673,104.52228023011713,3.2291241772069856,248.17212286691318
1628.4222147549906,59.529475900373484,8.111622322079043,184.02179951578262
2133.3803153431745,50.48824731386605,0.7856918693629678,231.99680913984542
1143.0684656815497,54.34462685865756,3.5270453244029056,231.84206802106397
1917.9347781674971,40.01411784880318,5.071444625615297,240.27114470043472
1905.5081637891512,122.25626871592283,3.27266288343938,126.92959893099699
1414.0982528735055,70.07143392976951,2.8789795393392774,217.4330321823054
1541.2633134508385,93.45391598097166,6.218495739643356,276.8271951558962
1217.473914389049,89.1365110504727,2.4136472595574157,249.2882561195716
1564.3746137605272,94.38671501802435,5.301009684461227,80.2947394241386
1419.170275825254,70.10917541256265,5.395435984085343,218.95451025044338
1530.018794205231,74.85765825842591,4.608535680302029,114.10495117452356
1763.034409120451,55.16958154892806,2.319416760641083,183.9825556301084
1904.361364429636,53.80528138250946,5.165279110297979,168.04328241128485
1521.6555595147734,72.22057823338777,4.318924366783401,146.64824973046657
1458.4603934600682,39.24335714471788,3.4688269385056083,158.738147162673
1492.3101904268954,82.82415054669838,1.7015837753662981,190.12280827332506
1592.5636302287674,32.6571013420843,6.577432585514726,108.63712687279559
1215.1796196840373,59.3539437188345,5.609214928917871,192.41809384805524
1450.72324038363,58.168081494066946,2.053423588893306,46.46153662047574
2014.9092428754125,108.9074255258051,8.526155592907696,101.32754978186426
1573.8521232635985,102.67913505716504,3.7491638933793636,190.90771099542187
1321.7227946251753,56.21882898925563,4.634271892917633,233.79885145279593
1795.60373513781,78.6140052685856,7.551924311879816,185.3823852495771
789.4017636659937,43.33459499223801,0.6448073399054666,168.4675667604218
1695.3272569347191,53.605655129720745,1.3084834897130562,79.1985434674266
1251.5457185128148,51.3451735672733,6.5906354346106415,187.98768004926495
1692.534057695186,43.06266937997587,5.398674830601675,105.75848321276455
1180.3460948888285,20.750170846082717,0.46428565428930124,152.24491852397773
1110.5702488857994,23.449569720009485,3.2124785673167784,120.93794562892248
1409.0536287252721,83.82396760490786,1.8102477633985923,102.02911284047809
1484.3147452014664,93.09050693861953,6.354976822484961,81.2419026422326
1926.027264406451,58.374131180638344,6.382566764352811,176.47282107665154
2000.4442085109085,69.31891429128106,-1.8250514899025179,195.69849835707828
1691.8292773803444,43.383148301113586,6.864711476012049,154.28860848994003
1346.2567627242738,49.15092706768571,7.645421852354032,215.06928891085175
1899.4860167394418,84.21772976307838,4.848716878311283,165.04791630142256
1150.2437966619684,83.66006678706152,4.537276704112627,235.00434604082076
1296.7967373756803,36.930183244267354,3.400911481273667,61.44676463890265
1638.8324632239237,82.75691777242106,0.5647966785817409,245.48814012722937
1282.982097974765,88.377489139948,0.03779644939424909,128.6823547164237
1830.9343923789856,40.74161086321446,8.865709522588379,290.3934744119034
1604.0758705579926,81.10311540991948,4.688953728427503,165.33041429029828
888.1565964188112,73.38497400146483,6.487364666826547,193.87991695132675
1569.3998855033153,94.97839659528611,6.184768813631733,210.12025181989344
1364.497848832342,63.14743567172964,7.464225586583196,196.7615197602077
1476.0128693376091,92.34582919751688,4.092103964039529,161.18141208152718
1026.1512921567082,56.1996333619281,2.4635519678193143,116.67725831517237
1434.9847411377486,85.47459082580605,1.0183613991499296,184.92028897158656
1247.8596961520568,30.11353445121121,7.149016871898546,167.82776390582268
1454.057767575355,35.28734641061252,5.1557049712048615,136.61434497318584
1968.9311320808347,76.5689101479169,3.6149529627408623,98.28803728950281
1418.0768068683549,50.76433844124143,0.5624223400515929,150.33658589104311
1788.9663644284344,81.3071856621533,7.154735030476351,178.53845753992397
1630.925389459066,72.99888231409508,3.2212785486035935,71.0110670101148
1704.511849470594,89.75339607805799,5.699150122008589,219.03988971851643
1347.2118797926112,84.36448265985217,3.502170796131833,229.12416433765236
1464.0037834151165,100.24700856706448,7.5792258350259285,158.9371162116338
1055.2297015723368,62.40835263230688,8.904090397416718,167.7270294498993
2262.500146178142,35.46645070654431,4.1210781754561765,123.16494692110506
1146.2315320718142,74.08115169781074,4.017113856116208,148.5462673352068
1251.1630988417794,68.75742498248924,-1.4074078899314175,180.75113217942683
1642.0454912162058,79.23295915188882,6.266114439760927,218.2489204690722
1522.3724297168162,24.96681771735065,4.869954457265145,165.5278732048855
1551.8235059671906,75.48456446754977,4.879343798791022,123.22049527782835
1864.3605710690995,61.85563074394281,4.467665899964279,101.3457445440837
1684.336406031094,80.92726899933066,5.496418380482585,121.0195716558252
1217.4536381106566,44.10381552852529,2.7120899255514748,261.4413846269546
610.3648291925716,53.611891239645445,4.353213608529307,171.0213459324387
1889.3343935113148,71.24520561813976,3.1549321518345717,283.37394928405786
1609.289183669383,66.14406418120386,-0.3261293152490543,126.07290307507347
1463.9632242475423,48.34115994354698,4.221835512217226,115.99285457976616
1422.64422312186,73.9561292711121,7.38708637162882,134.9912094165202
1408.1345699312565,70.22381440415721,8.050083941311577,114.65448861111543
1316.2379142079535,86.16442989775126,5.674309352261124,165.47754729898372
1840.074338284161,59.00015985334308,-1.1547727084179016,270.4659814527811
1664.757369335169,41.47196510850601,1.5483307670808046,224.3379014153565
1484.858425063253,36.45219963233063,4.52733420089578,92.1144611554599
1352.0130869882387,77.33184908725865,2.334765121268642,215.21869020803825
581.8173073900406,52.47840798877303,5.7201696960653035,127.92291915767609
1634.6618478144298,25.145630880128692,5.173522873335509,176.6859577308276
2048.293977871221,59.338185132534356,6.155464219433344,207.10961607493945
1546.484120945293,60.86834841461974,4.8852060410467635,193.1241974989692
1098.9581762752432,28.003299241454457,6.60312723778369,117.35240603333399
1237.5248500518135,93.06660540199456,1.8335903173542119,276.3959674010616
1352.3927150729219,54.32981718567722,5.54571263842008,160.364720332998
636.7445786684331,19.63054884675571,5.6895250616462745,191.27502331883437
1303.7887251400314,29.899713585868206,5.030326128710281,109.44201442164518
1373.8852612043725,69.75667801019306,3.8438177783696137,225.54150462576223
1045.699651993591,71.59926179999708,7.22808530054593,211.74769129066755
1771.2079198163453,48.793876909682496,7.9241929743691095,211.04135520163553
1194.6986081950704,78.44594725990572,0.26556615578798404,192.50698495866868
1895.011173439767,13.366864442069648,3.262993652595016,242.54301047687716
1470.9524210464494,46.741689673327926,7.934634932898049,127.77532176761912
1805.347224980574,110.94264799341893,1.501617639734107,253.286018880339
1069.9759265286423,104.76649221340858,1.637355787948533,129.5425038861697
994.2609060564525,100.52937301483645,3.929263207642192,154.84345056526558
1988.0531276351446,70.72455332045396,7.99530528790839,115.62516855322002
1283.6947250107623,82.41315459486819,6.364790948921053,140.5777840558507
1366.5350911021285,9.038769043971676,4.599293403311414,69.82267904983382
1345.032963424846,30.97691228849221,6.424855880018811,167.55045165948334
838.9390942599593,104.1898590087244,1.8261012034709858,111.43948501172827
1624.4159105514802,46.51982086781056,6.512894588783361,284.8599317738395
1998.9007212156623,73.37052986730426,3.642216359939887,223.8286361695129
1262.4500785934606,36.88126245052067,3.497365309132935,210.97560035701758
1021.7069878152433,26.90295420023947,5.572876928755346,113.62716920374942
1637.4273683972513,45.77109359279767,3.510436530704694,135.55650809018664
1561.8849654946282,107.06346676041812,2.4803547383925393,163.05217487659712
1618.732829273943,62.21307966034167,6.788206353558181,153.3022653336734
1723.821513127986,51.27130885984728,0.7119567756182241,216.78484623385822
1901.8699277506814,42.8422533768436,3.127283598536628,180.73333372506022
1724.9214311474739,32.10791649705463,3.4360795765920864,183.76966457103413
991.6422610772566,54.186397584086514,5.128871089566709,217.28375691179298
1488.7327738125323,43.16464518618791,-2.6131483621234057,199.57196474609316
1544.4110991296934,36.08769671679342,7.191923341919463,213.56160951067844
1694.8717875576933,103.6536087393687,2.045597356851343,103.55980701574933
1007.3781452367648,37.93740928041105,6.373901931754691,145.8379545015527
1899.839984364874,72.31306953048471,4.2099231619515445,120.21685728441994
1984.9299745135147,56.0740323183229,5.303081476975998,116.49712156469252
1376.8390524051629,93.91544888603342,2.8626571068751883,142.90898872917896
1352.6980918993052,54.43883676426333,3.2586900816193323,98.83330828925071
727.1288782088063,57.779526105103336,-0.8638219420104161,121.27454992942458
1606.9025584203084,31.624213816463666,2.872360781022662,139.44632377641912
1432.0463449177205,80.58217562561514,3.2235197116963716,95.74837517104248
1605.3840862376517,15.755127973520757,5.914695269774739,167.9433774315171
1149.9709135749645,89.08189391368396,6.887144618147422,82.56388464065941
1569.7407300813518,35.12524234658945,1.4476827412165467,171.47232846194257
1776.3886978099322,67.86446283278065,2.0065845094667494,127.55551961725493
1911.1347816228226,47.36184903270818,4.5000738413834425,167.02244670846994
1262.591147378578,76.78472613884325,0.17488565119372623,90.0380857193259
1063.2657446614187,101.46655306694203,3.521181684603071,208.91289946492316
1580.5626547031754,87.12702374708584,-1.9001608926954212,72.97284430579306
1208.8257144549152,65.4364288622246,2.6147899353012525,198.76422074198462
1193.217523436034,64.49079166482994,-0.8345110390780457,201.89385315811114
1798.4023079992933,37.032490191951524,7.134576531938907,77.05233590610763
1527.1045830984592,60.6069010657823,3.9953802251402237,36.71096436801932
1434.4813885946753,67.44833444028929,9.312517077826604,143.3891599726908
1211.080112057015,22.78470699037539,2.517033974193514,167.05767780051465
2046.0793996642335,26.541309926116696,5.404110789152332,205.37239342857688
1563.235142051536,90.88790047455556,4.0370667967992855,198.0680727491813
1307.0393110102173,80.35308083208716,6.200272779472398,143.1474725649978
1765.6169233137275,85.37576404168482,6.792281134886521,96.23147529717947
1664.1517930654268,85.0701481045072,4.103041116366601,231.04009991099446
1238.0136252478371,101.61469187499424,5.419827045353163,183.8568836251798
1512.7987217017867,94.44994979653407,4.293139405073387,142.22237716460614
1708.359145151377,105.71061863033839,-0.822941903993196,207.623921223572
1113.0579227490891,32.48360689230817,5.543000771362274,197.181366650965
1796.3624584027054,54.32054755926329,1.3403163204142072,148.39729714412826
1709.4404039874144,31.36204264011443,-0.2664968623864885,61.86507555323783
1040.8069798346814,54.69155190208822,3.051474875018827,181.24990394045147
1392.6919587555997,88.50571241287616,2.596020752105918,219.99692240399068
1270.1213254799848,134.98543909050548,4.529304508941568,142.89814448239557
1432.2974294989726,91.75902228856384,7.427296368127031,220.46404970256555
1329.4191027982718,49.33129986007742,4.4927521955628045,148.82615432182848
1299.4412450465732,39.28041422074594,0.7358891743819016,102.5922815879124
1330.2247328263375,68.50814250765985,1.9500055243925667,147.42868348083474
1165.4547304506982,4.005257311710693,3.8213661714535148,142.83092742414334
1379.77948599158,51.47200041221475,3.21073143481094,179.3085913703408
1356.6277499410312,99.21507640033047,3.443602398991948,192.62481912244354
1363.08812289737,22.851454960902736,1.8084440398373438,183.9616900102654
1462.0358155746178,105.28635658723545,3.0716996270159673,213.06277357831036
1481.2342182137534,71.69251565369784,2.9843949855859853,230.80384870260667
1764.11078805354,48.175828856117654,4.678788311139032,190.61824006110774
1551.38756938545,74.44168152765671,3.940016281731244,100.87842434377477
911.181922445032,79.3157932473501,0.2541658325943814,163.88065834279274
1036.557414520464,59.71480264264513,5.8967571864383626,139.63195043386116
1505.1073275049696,70.34670678874224,2.9091723859558405,152.18434602008404
1449.5812003950598,73.56566363783985,-1.4167869444165087,262.66563830412395
1949.2708056107208,60.122812126714535,-1.4699097409617732,247.1267268020277
1651.5405704432424,100.82866282303672,5.847800715228557,167.42953958330696
1881.6282029289157,65.30096870377508,2.2424189303133826,83.74579497032691
1439.3871646493594,74.44046066498723,4.660826228268027,86.14221379789477
1737.141480213625,48.731393220713514,8.018486209133998,179.12860122161518
736.208529426684,93.93992472325783,7.8137509084802765,108.84317959972282
1786.9159330921973,66.9240139641108,6.79025001472286,155.34950701032346
1476.3497969557882,42.38681611054919,4.3989721606560215,75.57733749099573
1253.3165247828945,71.46831425007613,-0.997559136715811,222.91212652481983
1240.7275109947905,63.20174148548163,2.0933313146562043,231.39389516686197
1590.4681558466707,53.901256112453126,6.8949999327729925,173.6557496453487
1707.7993488027923,45.97796332681808,5.667900378171099,231.87137345825153
1216.4439731382424,41.88552290447825,5.0010210235905515,241.1257451779714
1508.5415513078813,45.57031462597668,2.6077124496833215,134.4446777338979
2211.7291741830936,28.410519412789526,1.348093687101279,140.85782010218426
1497.908416837377,6.708564163403061,2.624199628255731,186.99344524916916
1794.2897190797191,66.09611625981202,4.433443669491808,156.79889108303513
1662.5479345253923,85.25505171606088,5.447193123688889,253.77538549833002
882.7370564731604,15.599331989786634,6.069275479939362,19.833365676236497
917.9448823553965,24.273730678128302,4.739872378558045,215.5140277412169
1393.7567662624965,91.68436890329072,4.104868269172443,119.67987327375114
1023.814759671395,101.25741189414288,8.012530377479603,176.071249422282
1193.529770884351,76.04611852542502,4.679508276425381,179.5694516684354
922.2575388081545,24.45698628812606,2.1479433419765055,156.05875437741503
1166.7448883668453,85.77518637931314,3.2313668277688863,134.93523143946956
1616.517386021859,62.76582030380892,2.4336198344784767,268.4851268061471
1464.361594962528,87.035265463816,4.756085628935143,153.257760748584
1464.961971844885,42.695863350486235,2.658377470904999,145.98127749211037
1466.3341424913415,71.69455198223318,0.9016071849369736,207.67513140677175
1550.6411515374548,41.09906700188104,4.6959015826780055,207.46762970296487
1632.6334118115724,53.21904856967059,3.054133489894463,194.5698105530288
1611.822692811037,47.011833691180925,6.890316705128765,112.3554428446409
1767.1140325434367,37.571014366383764,9.582388738363175,60.13293187413329
1355.313657977314,89.68060889228124,0.6896324365896507,147.52063311438383
1426.0244963870166,65.04601306757412,5.4026019847739715,210.85600833830784
1327.2295828162967,91.10894199101979,2.1608122804780394,208.50194574963874
1453.1290142207317,67.53907403237248,4.528440042536405,114.9077817693239
1919.9437508454198,94.4363162410258,0.24754806426124532,161.9436665956093
1538.8596132534171,66.92115681653537,3.221183689990375,204.75029526306398
1061.0605872394067,121.99756039937405,6.358999080963011,173.72170770491178
1412.2092462361766,45.634034956704284,7.626457798788897,157.02356267946828
1155.8907886048657,53.70828605154113,6.981294413886703,220.65107331152004
1684.8155900748386,53.29534455879766,3.0529299317669,208.06172898479676
1444.9696358966735,38.33141520677552,4.9466048793767206,267.67539111256764
1304.762147783631,25.523772404883225,7.212066526307124,78.39268876266972
1941.9721632542376,57.90252361129626,6.3770164516290775,176.55554262023784
1595.5295587453306,31.060110792344375,6.499111303228363,129.62501637819258
1556.099001004068,99.83296414087468,7.4796194702179655,204.86622672341707
1791.327784464911,66.92379089867003,4.234006175684242,164.65132954602097
1370.0625592666404,68.90862097565092,0.8653087068986696,195.16111411033546
931.3300952803985,69.81567913727733,3.521209985960847,107.64298911464283
1679.0394699429505,50.96361619070201,3.5937996076254812,99.09631350196896
990.1892468677111,66.18518741136893,-0.020359905347696383,112.54474008258077
928.8052598039276,79.3048567129039,3.8612085398837914,154.52894259191783
404.7271460031902,31.728308480282536,0.5171312243805137,171.55662927322325
1275.7178864914233,21.94590584280256,8.448573226957702,193.24613774013713
1277.0017959164472,64.66909029268078,6.936582576274962,130.3581950086682
1531.0423110789347,47.91454184106135,9.47629728001688,227.77680578591674
1646.359318691238,67.8087311737003,7.612509575104128,91.81477750626092
1928.8967360356382,77.85911779838696,5.66549960586369,170.5047029103164
1038.8383508905288,0.6606110241552159,0.5380745834483873,205.97321151336672
1578.9026928963447,67.93314924174513,1.2093576094099712,283.867081863057
1741.7365751377886,73.50087230933366,4.397004236882559,124.25238523357129
1327.0323281661329,85.48966486561089,1.7843751238634336,66.5715074014847
1365.5964660173188,23.95142438038772,3.0252621591415614,47.43536251720323
1476.7129345212002,57.95456093156676,8.052775371463918,200.4787608321637
1273.960924961399,68.05913284005454,1.6718096157738351,175.72040561291857
1602.2610391312064,54.74686953283897,5.138946734858901,212.28678644186286
1087.9812858368105,48.17693787188611,6.860569542023299,183.59483439202074
1401.6818078559354,104.17389790629502,4.782320391289528,172.67662550389636
1513.4081092484496,74.16711076320499,1.6755638831720767,145.2590398727422
1747.124037266438,25.670238434103922,5.255918575479476,121.00927774078158
1459.3968053575518,39.901019950235074,5.438117261829113,123.23638144855765
1643.1373952010745,43.649075603398316,2.492153765133532,76.25607470442054
1418.8560079217305,45.686026704566004,2.828940858378948,115.06415571488712
1368.165776587578,49.44655994775159,4.297831332030951,176.94386812386603
1932.9688633706112,53.448078403808786,3.8867020082052006,216.1823722867929
1728.274845303027,81.39159417057442,2.5598224007545207,131.09666915346276
1688.622621434804,88.79049850047402,3.578129127316933,273.0578954313607
1359.5769633596692,54.97703358873126,-2.2128213517679276,112.52227964849416
1490.4641870518208,56.7299097591667,4.003479402536738,171.22662834126953
1301.763457837087,44.956776065127855,9.144475428044654,226.43543107386975
1836.0758040907244,22.594523586632157,9.847010485120691,166.8613594296695
1443.844892422428,88.12916774221857,2.1026126639583147,146.76296740157403
1500.121799854462,23.35383408110455,4.6218891837834315,71.86223183102987
1402.1042637575651,85.47536411156457,3.0227898659991763,185.40448108069842
1400.0986843322858,89.20213573869383,2.3579917556548313,101.68814138617591
1432.7282052918504,71.47589324228737,7.641622860553479,134.8682494704411
1704.1946136047313,63.39055208098879,6.103033113402635,82.9996392793375
1841.993304545274,46.50777939775938,0.19818763472307843,178.6727077246892
1701.9013321107714,54.173791749503465,1.5894889611794634,176.39488077407466
1963.5686650505022,74.87610776450241,5.495890810229225,187.81344640323115
1570.3121790711818,74.50282103167282,5.845923953898235,120.68244133913447
1464.2635291019014,54.0335017568535,6.585089150244759,167.36165020594956
1672.1350993995836,26.052024652154692,3.4966674299588854,154.9034151960862
1644.4984859711556,49.39094047018553,7.01548785418716,113.43845481732967
1769.5040228104115,60.471245065405434,2.583653697135351,103.95845834597367
1761.8226063528434,44.80973142190529,2.4318989144707177,149.93725450173696
1499.9438503324454,94.27538577197157,3.7619239376083824,104.38688826237282
1831.129606810359,58.32366143678492,5.809342548556746,193.36329913656633
1512.31239129713,46.37382099784051,3.115695198778344,242.29962290679686
1908.1320230419763,16.04045945962868,1.841055700012042,168.0328400951745
2324.5833003453345,52.27782792444536,5.662800340780429,165.90123250831485
1199.5474117655353,66.67325842534227,2.962182712909013,139.92894710292444
1413.7657047561495,88.68201129044623,6.50348002828335,276.4311848871402
1020.2862626154131,54.87521793938403,5.106832714848384,210.6515934623214
968.544876447412,67.07912373665829,5.8130355217989615,181.6893940778145
2241.7621453540833,52.42564495888746,9.297238374383948,188.7849480854652
941.3592740433637,20.072577084155427,7.458589897391255,180.1461900934066
1488.0001902781419,36.78809835765925,11.189564089882305,163.47706415351826
1322.6895160424478,84.5429290108968,4.835271134504534,192.95044911958453
1405.016787039602,54.86309674163918,4.443241188245694,193.7919322422476
1307.7346055448916,80.83258390352103,4.489389382578292,187.354442684369
1019.0676017471394,69.84566165590284,2.310406239306497,153.0151239061737
1781.9516715106388,71.38430336407409,2.786264571497556,122.12185031131814
